"learner","weight_space","tuning_measure","holdout_measure","iteration_count","dataset","imba. rate"
"classif.ksvm",FALSE,0.969490826633684,0.972222222222222,1,"credit-approval",NA
"classif.ksvm",FALSE,0.966089466089466,0.986111111111111,2,"credit-approval",NA
"classif.ksvm",FALSE,0.976224833367691,0.944444444444444,3,"credit-approval",NA
"classif.ksvm",TRUE,0.969490826633684,0.972222222222222,1,"credit-approval",NA
"classif.ksvm",TRUE,0.966089466089466,0.986111111111111,2,"credit-approval",NA
"classif.ksvm",TRUE,0.976224833367691,0.944444444444444,3,"credit-approval",NA
"classif.ksvm",FALSE,0.984490924310512,0.972222222222222,1,"credit-approval",NA
"classif.ksvm",FALSE,0.982746003277091,0.986111111111111,2,"credit-approval",NA
"classif.ksvm",FALSE,0.98792708206139,0.944444444444444,3,"credit-approval",NA
"classif.ksvm",TRUE,0.984490924310512,0.972222222222222,1,"credit-approval",NA
"classif.ksvm",TRUE,0.982746003277091,0.986111111111111,2,"credit-approval",NA
"classif.ksvm",TRUE,0.98792708206139,0.944444444444444,3,"credit-approval",NA
"classif.randomForest",FALSE,0.962722462722463,0.972222222222222,1,"credit-approval",NA
"classif.randomForest",FALSE,0.969456469456469,0.972222222222222,2,"credit-approval",NA
"classif.randomForest",FALSE,0.962722462722463,1,3,"credit-approval",NA
"classif.randomForest",TRUE,0.962722462722463,0.972222222222222,1,"credit-approval",NA
"classif.randomForest",TRUE,0.969456469456469,0.972222222222222,2,"credit-approval",NA
"classif.randomForest",TRUE,0.962722462722463,1,3,"credit-approval",NA
"classif.randomForest",FALSE,0.980964718159083,0.972222222222222,1,"credit-approval",NA
"classif.randomForest",FALSE,0.984437782288458,0.972222222222222,2,"credit-approval",NA
"classif.randomForest",FALSE,0.980891430267448,1,3,"credit-approval",NA
"classif.randomForest",TRUE,0.980964718159083,0.972222222222222,1,"credit-approval",NA
"classif.randomForest",TRUE,0.984437782288458,0.972222222222222,2,"credit-approval",NA
"classif.randomForest",TRUE,0.980891430267448,1,3,"credit-approval",NA
"classif.ksvm",FALSE,0.953094692294128,0.9375,1,"credit-approval",NA
"classif.ksvm",FALSE,0.950067595368248,0.95,2,"credit-approval",NA
"classif.ksvm",FALSE,0.946805384118027,0.9625,3,"credit-approval",NA
"classif.ksvm",TRUE,0.953094692294128,0.9375,1,"credit-approval",NA
"classif.ksvm",TRUE,0.950067595368248,0.95,2,"credit-approval",NA
"classif.ksvm",TRUE,0.946805384118027,0.9625,3,"credit-approval",NA
"classif.ksvm",FALSE,0.975967574128024,0.9375,1,"credit-approval",NA
"classif.ksvm",FALSE,0.974231958314115,0.95,2,"credit-approval",NA
"classif.ksvm",FALSE,0.972573383466888,0.9625,3,"credit-approval",NA
"classif.ksvm",TRUE,0.975967574128024,0.9375,1,"credit-approval",NA
"classif.ksvm",TRUE,0.974231958314115,0.95,2,"credit-approval",NA
"classif.ksvm",TRUE,0.972573383466888,0.9625,3,"credit-approval",NA
"classif.randomForest",FALSE,0.956268735672721,0.9625,1,"credit-approval",NA
"classif.randomForest",FALSE,0.95009698465879,0.975,2,"credit-approval",NA
"classif.randomForest",FALSE,0.959413389760771,0.925,3,"credit-approval",NA
"classif.randomForest",TRUE,0.956268735672721,0.9625,1,"credit-approval",NA
"classif.randomForest",TRUE,0.95009698465879,0.975,2,"credit-approval",NA
"classif.randomForest",TRUE,0.959413389760771,0.925,3,"credit-approval",NA
"classif.randomForest",FALSE,0.977438411261941,0.9625,1,"credit-approval",NA
"classif.randomForest",FALSE,0.973978167047474,0.975,2,"credit-approval",NA
"classif.randomForest",FALSE,0.979205005520795,0.925,3,"credit-approval",NA
"classif.randomForest",TRUE,0.977438411261941,0.9625,1,"credit-approval",NA
"classif.randomForest",TRUE,0.973978167047474,0.975,2,"credit-approval",NA
"classif.randomForest",TRUE,0.979205005520795,0.925,3,"credit-approval",NA
"classif.ksvm",FALSE,0.984359325125399,1,1,"cylinder-bands",NA
"classif.ksvm",FALSE,0.945371637026904,0.96875,2,"cylinder-bands",NA
"classif.ksvm",FALSE,1,1,3,"cylinder-bands",NA
"classif.ksvm",TRUE,0.984359325125399,1,1,"cylinder-bands",NA
"classif.ksvm",TRUE,0.945371637026904,0.96875,2,"cylinder-bands",NA
"classif.ksvm",TRUE,1,1,3,"cylinder-bands",NA
"classif.ksvm",FALSE,0.991842957880694,1,1,"cylinder-bands",NA
"classif.ksvm",FALSE,0.97186277317581,0.96875,2,"cylinder-bands",NA
"classif.ksvm",FALSE,1,1,3,"cylinder-bands",NA
"classif.ksvm",TRUE,0.991842957880694,1,1,"cylinder-bands",NA
"classif.ksvm",TRUE,0.97186277317581,0.96875,2,"cylinder-bands",NA
"classif.ksvm",TRUE,1,1,3,"cylinder-bands",NA
"classif.randomForest",FALSE,1,1,1,"cylinder-bands",NA
"classif.randomForest",FALSE,1,1,2,"cylinder-bands",NA
"classif.randomForest",FALSE,1,1,3,"cylinder-bands",NA
"classif.randomForest",TRUE,1,1,1,"cylinder-bands",NA
"classif.randomForest",TRUE,1,1,2,"cylinder-bands",NA
"classif.randomForest",TRUE,1,1,3,"cylinder-bands",NA
"classif.randomForest",FALSE,1,1,1,"cylinder-bands",NA
"classif.randomForest",FALSE,1,1,2,"cylinder-bands",NA
"classif.randomForest",FALSE,1,1,3,"cylinder-bands",NA
"classif.randomForest",TRUE,1,1,1,"cylinder-bands",NA
"classif.randomForest",TRUE,1,1,2,"cylinder-bands",NA
"classif.randomForest",TRUE,1,1,3,"cylinder-bands",NA
"classif.ksvm",FALSE,0.966666666666667,0.984375,1,"dermatology",NA
"classif.ksvm",FALSE,0.966666666666667,0.984375,2,"dermatology",NA
"classif.ksvm",FALSE,0.97037037037037,0.96875,3,"dermatology",NA
"classif.ksvm",TRUE,0.966666666666667,0.984375,1,"dermatology",NA
"classif.ksvm",TRUE,0.966666666666667,0.984375,2,"dermatology",NA
"classif.ksvm",TRUE,0.97037037037037,0.96875,3,"dermatology",NA
"classif.ksvm",FALSE,0.982964275569143,0.984375,1,"dermatology",NA
"classif.ksvm",FALSE,0.982898231381453,0.984375,2,"dermatology",NA
"classif.ksvm",FALSE,0.984955246619691,0.96875,3,"dermatology",NA
"classif.ksvm",TRUE,0.982964275569143,0.984375,1,"dermatology",NA
"classif.ksvm",TRUE,0.982898231381453,0.984375,2,"dermatology",NA
"classif.ksvm",TRUE,0.984955246619691,0.96875,3,"dermatology",NA
"classif.randomForest",FALSE,1,1,1,"dermatology",NA
"classif.randomForest",FALSE,1,1,2,"dermatology",NA
"classif.randomForest",FALSE,1,1,3,"dermatology",NA
"classif.randomForest",TRUE,1,1,1,"dermatology",NA
"classif.randomForest",TRUE,1,1,2,"dermatology",NA
"classif.randomForest",TRUE,1,1,3,"dermatology",NA
"classif.randomForest",FALSE,1,1,1,"dermatology",NA
"classif.randomForest",FALSE,1,1,2,"dermatology",NA
"classif.randomForest",FALSE,1,1,3,"dermatology",NA
"classif.randomForest",TRUE,1,1,1,"dermatology",NA
"classif.randomForest",TRUE,1,1,2,"dermatology",NA
"classif.randomForest",TRUE,1,1,3,"dermatology",NA
"classif.ksvm",FALSE,1,0.986111111111111,1,"dermatology",NA
"classif.ksvm",FALSE,1,1,2,"dermatology",NA
"classif.ksvm",FALSE,1,0.986111111111111,3,"dermatology",NA
"classif.ksvm",TRUE,1,0.986111111111111,1,"dermatology",NA
"classif.ksvm",TRUE,1,1,2,"dermatology",NA
"classif.ksvm",TRUE,1,0.986111111111111,3,"dermatology",NA
"classif.ksvm",FALSE,1,0.986111111111111,1,"dermatology",NA
"classif.ksvm",FALSE,1,1,2,"dermatology",NA
"classif.ksvm",FALSE,1,0.986111111111111,3,"dermatology",NA
"classif.ksvm",TRUE,1,0.986111111111111,1,"dermatology",NA
"classif.ksvm",TRUE,1,1,2,"dermatology",NA
"classif.ksvm",TRUE,1,0.986111111111111,3,"dermatology",NA
"classif.randomForest",FALSE,0.996527777777778,1,1,"dermatology",NA
"classif.randomForest",FALSE,1,0.986111111111111,2,"dermatology",NA
"classif.randomForest",FALSE,0.979166666666667,1,3,"dermatology",NA
"classif.randomForest",TRUE,0.996527777777778,1,1,"dermatology",NA
"classif.randomForest",TRUE,1,0.986111111111111,2,"dermatology",NA
"classif.randomForest",TRUE,0.979166666666667,1,3,"dermatology",NA
"classif.randomForest",FALSE,0.998198198198198,1,1,"dermatology",NA
"classif.randomForest",FALSE,1,0.986111111111111,2,"dermatology",NA
"classif.randomForest",FALSE,0.989069732716142,1,3,"dermatology",NA
"classif.randomForest",TRUE,0.998198198198198,1,1,"dermatology",NA
"classif.randomForest",TRUE,1,0.986111111111111,2,"dermatology",NA
"classif.randomForest",TRUE,0.989069732716142,1,3,"dermatology",NA
"classif.ksvm",FALSE,0.949918471931051,0.95,1,"ecoli",NA
"classif.ksvm",FALSE,0.949918471931051,0.95,2,"ecoli",NA
"classif.ksvm",FALSE,0.968786396459352,0.975,3,"ecoli",NA
"classif.ksvm",TRUE,0.949918471931051,0.95,1,"ecoli",NA
"classif.ksvm",TRUE,0.949918471931051,0.95,2,"ecoli",NA
"classif.ksvm",TRUE,0.968786396459352,0.975,3,"ecoli",NA
"classif.ksvm",FALSE,0.97403443848428,0.95,1,"ecoli",NA
"classif.ksvm",FALSE,0.974293216095744,0.95,2,"ecoli",NA
"classif.ksvm",FALSE,0.983363042186572,0.975,3,"ecoli",NA
"classif.ksvm",TRUE,0.97403443848428,0.95,1,"ecoli",NA
"classif.ksvm",TRUE,0.974293216095744,0.95,2,"ecoli",NA
"classif.ksvm",TRUE,0.983363042186572,0.975,3,"ecoli",NA
"classif.randomForest",FALSE,0.968669927789425,0.95,1,"ecoli",NA
"classif.randomForest",FALSE,0.969019333799208,0.95,2,"ecoli",NA
"classif.randomForest",FALSE,0.962264150943396,0.975,3,"ecoli",NA
"classif.randomForest",TRUE,0.968669927789425,0.95,1,"ecoli",NA
"classif.randomForest",TRUE,0.969019333799208,0.95,2,"ecoli",NA
"classif.randomForest",TRUE,0.962264150943396,0.975,3,"ecoli",NA
"classif.randomForest",FALSE,0.983549783549784,0.95,1,"ecoli",NA
"classif.randomForest",FALSE,0.983691858620471,0.95,2,"ecoli",NA
"classif.randomForest",FALSE,0.97986465313198,0.975,3,"ecoli",NA
"classif.randomForest",TRUE,0.983549783549784,0.95,1,"ecoli",NA
"classif.randomForest",TRUE,0.983691858620471,0.95,2,"ecoli",NA
"classif.randomForest",TRUE,0.97986465313198,0.975,3,"ecoli",NA
"classif.ksvm",FALSE,0.97196261682243,0.9625,1,"energy-y1",NA
"classif.ksvm",FALSE,0.97196261682243,0.9625,2,"energy-y1",NA
"classif.ksvm",FALSE,0.965732087227414,0.9875,3,"energy-y1",NA
"classif.ksvm",TRUE,0.97196261682243,0.9625,1,"energy-y1",NA
"classif.ksvm",TRUE,0.97196261682243,0.9625,2,"energy-y1",NA
"classif.ksvm",TRUE,0.965732087227414,0.9875,3,"energy-y1",NA
"classif.ksvm",FALSE,0.9857212366215,0.9625,1,"energy-y1",NA
"classif.ksvm",FALSE,0.98573664207467,0.9625,2,"energy-y1",NA
"classif.ksvm",FALSE,0.982500624803674,0.9875,3,"energy-y1",NA
"classif.ksvm",TRUE,0.9857212366215,0.9625,1,"energy-y1",NA
"classif.ksvm",TRUE,0.98573664207467,0.9625,2,"energy-y1",NA
"classif.ksvm",TRUE,0.982500624803674,0.9875,3,"energy-y1",NA
"classif.randomForest",FALSE,1,1,1,"energy-y1",NA
"classif.randomForest",FALSE,1,1,2,"energy-y1",NA
"classif.randomForest",FALSE,1,1,3,"energy-y1",NA
"classif.randomForest",TRUE,1,1,1,"energy-y1",NA
"classif.randomForest",TRUE,1,1,2,"energy-y1",NA
"classif.randomForest",TRUE,1,1,3,"energy-y1",NA
"classif.randomForest",FALSE,1,1,1,"energy-y1",NA
"classif.randomForest",FALSE,1,1,2,"energy-y1",NA
"classif.randomForest",FALSE,1,1,3,"energy-y1",NA
"classif.randomForest",TRUE,1,1,1,"energy-y1",NA
"classif.randomForest",TRUE,1,1,2,"energy-y1",NA
"classif.randomForest",TRUE,1,1,3,"energy-y1",NA
"classif.ksvm",FALSE,0.943452380952381,0.976190476190476,1,"energy-y1",NA
"classif.ksvm",FALSE,0.99702380952381,1,2,"energy-y1",NA
"classif.ksvm",FALSE,0.958333333333333,0.916666666666667,3,"energy-y1",NA
"classif.ksvm",TRUE,0.943452380952381,0.976190476190476,1,"energy-y1",NA
"classif.ksvm",TRUE,0.99702380952381,1,2,"energy-y1",NA
"classif.ksvm",TRUE,0.958333333333333,0.916666666666667,3,"energy-y1",NA
"classif.ksvm",FALSE,0.970752719875752,0.976190476190476,1,"energy-y1",NA
"classif.ksvm",FALSE,0.998435054773083,1,2,"energy-y1",NA
"classif.ksvm",FALSE,0.978718693787187,0.916666666666667,3,"energy-y1",NA
"classif.ksvm",TRUE,0.970752719875752,0.976190476190476,1,"energy-y1",NA
"classif.ksvm",TRUE,0.998435054773083,1,2,"energy-y1",NA
"classif.ksvm",TRUE,0.978718693787187,0.916666666666667,3,"energy-y1",NA
"classif.randomForest",FALSE,0.99702380952381,1,1,"energy-y1",NA
"classif.randomForest",FALSE,0.991071428571429,1,2,"energy-y1",NA
"classif.randomForest",FALSE,0.99702380952381,1,3,"energy-y1",NA
"classif.randomForest",TRUE,0.99702380952381,1,1,"energy-y1",NA
"classif.randomForest",TRUE,0.991071428571429,1,2,"energy-y1",NA
"classif.randomForest",TRUE,0.99702380952381,1,3,"energy-y1",NA
"classif.randomForest",FALSE,0.998463901689708,1,1,"energy-y1",NA
"classif.randomForest",FALSE,0.995304958315051,1,2,"energy-y1",NA
"classif.randomForest",FALSE,0.998420221169036,1,3,"energy-y1",NA
"classif.randomForest",TRUE,0.998463901689708,1,1,"energy-y1",NA
"classif.randomForest",TRUE,0.995304958315051,1,2,"energy-y1",NA
"classif.randomForest",TRUE,0.998420221169036,1,3,"energy-y1",NA
"classif.ksvm",FALSE,0.969490826633684,0.972222222222222,1,"energy-y2",NA
"classif.ksvm",FALSE,1,1,2,"energy-y2",NA
"classif.ksvm",FALSE,0.976259190544905,0.944444444444444,3,"energy-y2",NA
"classif.ksvm",TRUE,0.969490826633684,0.972222222222222,1,"energy-y2",NA
"classif.ksvm",TRUE,1,1,2,"energy-y2",NA
"classif.ksvm",TRUE,0.976259190544905,0.944444444444444,3,"energy-y2",NA
"classif.ksvm",FALSE,0.984490924310512,0.972222222222222,1,"energy-y2",NA
"classif.ksvm",FALSE,1,1,2,"energy-y2",NA
"classif.ksvm",FALSE,0.987980866188685,0.944444444444444,3,"energy-y2",NA
"classif.ksvm",TRUE,0.984490924310512,0.972222222222222,1,"energy-y2",NA
"classif.ksvm",TRUE,1,1,2,"energy-y2",NA
"classif.ksvm",TRUE,0.987980866188685,0.944444444444444,3,"energy-y2",NA
"classif.randomForest",FALSE,1,1,1,"energy-y2",NA
"classif.randomForest",FALSE,1,1,2,"energy-y2",NA
"classif.randomForest",FALSE,1,1,3,"energy-y2",NA
"classif.randomForest",TRUE,1,1,1,"energy-y2",NA
"classif.randomForest",TRUE,1,1,2,"energy-y2",NA
"classif.randomForest",TRUE,1,1,3,"energy-y2",NA
"classif.randomForest",FALSE,1,1,1,"energy-y2",NA
"classif.randomForest",FALSE,1,1,2,"energy-y2",NA
"classif.randomForest",FALSE,1,1,3,"energy-y2",NA
"classif.randomForest",TRUE,1,1,1,"energy-y2",NA
"classif.randomForest",TRUE,1,1,2,"energy-y2",NA
"classif.randomForest",TRUE,1,1,3,"energy-y2",NA
"classif.ksvm",FALSE,0.953094692294128,0.9375,1,"energy-y2",NA
"classif.ksvm",FALSE,1,1,2,"energy-y2",NA
"classif.ksvm",FALSE,0.99685534591195,1,3,"energy-y2",NA
"classif.ksvm",TRUE,0.953094692294128,0.9375,1,"energy-y2",NA
"classif.ksvm",TRUE,1,1,2,"energy-y2",NA
"classif.ksvm",TRUE,0.99685534591195,1,3,"energy-y2",NA
"classif.ksvm",FALSE,0.975967574128024,0.9375,1,"energy-y2",NA
"classif.ksvm",FALSE,1,1,2,"energy-y2",NA
"classif.ksvm",FALSE,0.998307952622673,1,3,"energy-y2",NA
"classif.ksvm",TRUE,0.975967574128024,0.9375,1,"energy-y2",NA
"classif.ksvm",TRUE,1,1,2,"energy-y2",NA
"classif.ksvm",TRUE,0.998307952622673,1,3,"energy-y2",NA
"classif.randomForest",FALSE,0.996884735202492,1,1,"energy-y2",NA
"classif.randomForest",FALSE,0.996884735202492,1,2,"energy-y2",NA
"classif.randomForest",FALSE,0.996884735202492,0.9875,3,"energy-y2",NA
"classif.randomForest",TRUE,0.996884735202492,1,1,"energy-y2",NA
"classif.randomForest",TRUE,0.996884735202492,1,2,"energy-y2",NA
"classif.randomForest",TRUE,0.996884735202492,0.9875,3,"energy-y2",NA
"classif.randomForest",FALSE,0.998373983739837,1,1,"energy-y2",NA
"classif.randomForest",FALSE,0.998405103668262,1,2,"energy-y2",NA
"classif.randomForest",FALSE,0.998373983739837,0.9875,3,"energy-y2",NA
"classif.randomForest",TRUE,0.998373983739837,1,1,"energy-y2",NA
"classif.randomForest",TRUE,0.998405103668262,1,2,"energy-y2",NA
"classif.randomForest",TRUE,0.998373983739837,0.9875,3,"energy-y2",NA
"classif.ksvm",FALSE,0.949918471931051,0.95,1,"glass",NA
"classif.ksvm",FALSE,0.949918471931051,0.95,2,"glass",NA
"classif.ksvm",FALSE,0.950151409270906,0.95,3,"glass",NA
"classif.ksvm",TRUE,0.949918471931051,0.95,1,"glass",NA
"classif.ksvm",TRUE,0.949918471931051,0.95,2,"glass",NA
"classif.ksvm",TRUE,0.950151409270906,0.95,3,"glass",NA
"classif.ksvm",FALSE,0.97403443848428,0.95,1,"glass",NA
"classif.ksvm",FALSE,0.974293216095744,0.95,2,"glass",NA
"classif.ksvm",FALSE,0.974358974358974,0.95,3,"glass",NA
"classif.ksvm",TRUE,0.97403443848428,0.95,1,"glass",NA
"classif.ksvm",TRUE,0.974293216095744,0.95,2,"glass",NA
"classif.ksvm",TRUE,0.974358974358974,0.95,3,"glass",NA
"classif.randomForest",FALSE,0.962380619613324,0.975,1,"glass",NA
"classif.randomForest",FALSE,0.96890286512928,1,2,"glass",NA
"classif.randomForest",FALSE,0.96261355695318,0.95,3,"glass",NA
"classif.randomForest",TRUE,0.962380619613324,0.975,1,"glass",NA
"classif.randomForest",TRUE,0.96890286512928,1,2,"glass",NA
"classif.randomForest",TRUE,0.96261355695318,0.95,3,"glass",NA
"classif.randomForest",FALSE,0.98031746031746,0.975,1,"glass",NA
"classif.randomForest",FALSE,0.983346817691478,1,2,"glass",NA
"classif.randomForest",FALSE,0.980514150316131,0.95,3,"glass",NA
"classif.randomForest",TRUE,0.98031746031746,0.975,1,"glass",NA
"classif.randomForest",TRUE,0.983346817691478,1,2,"glass",NA
"classif.randomForest",TRUE,0.980514150316131,0.95,3,"glass",NA
"classif.ksvm",FALSE,0.9434054159361,0.977272727272727,1,"haberman-survival",NA
"classif.ksvm",FALSE,0.966101694915254,0.886363636363636,2,"haberman-survival",NA
"classif.ksvm",FALSE,0.954510033119034,0.931818181818182,3,"haberman-survival",NA
"classif.ksvm",TRUE,0.9434054159361,0.977272727272727,1,"haberman-survival",NA
"classif.ksvm",TRUE,0.966101694915254,0.886363636363636,2,"haberman-survival",NA
"classif.ksvm",TRUE,0.954510033119034,0.931818181818182,3,"haberman-survival",NA
"classif.ksvm",FALSE,0.970548654244306,0.977272727272727,1,"haberman-survival",NA
"classif.ksvm",FALSE,0.982401734614124,0.886363636363636,2,"haberman-survival",NA
"classif.ksvm",FALSE,0.976707663867181,0.931818181818182,3,"haberman-survival",NA
"classif.ksvm",TRUE,0.970548654244306,0.977272727272727,1,"haberman-survival",NA
"classif.ksvm",TRUE,0.982401734614124,0.886363636363636,2,"haberman-survival",NA
"classif.ksvm",TRUE,0.976707663867181,0.931818181818182,3,"haberman-survival",NA
"classif.randomForest",FALSE,0.971751412429379,0.977272727272727,1,"haberman-survival",NA
"classif.randomForest",FALSE,0.971556594584064,0.977272727272727,2,"haberman-survival",NA
"classif.randomForest",FALSE,0.971556594584064,0.977272727272727,3,"haberman-survival",NA
"classif.randomForest",TRUE,0.971751412429379,0.977272727272727,1,"haberman-survival",NA
"classif.randomForest",TRUE,0.971556594584064,0.977272727272727,2,"haberman-survival",NA
"classif.randomForest",TRUE,0.971556594584064,0.977272727272727,3,"haberman-survival",NA
"classif.randomForest",FALSE,0.98497773485702,0.977272727272727,1,"haberman-survival",NA
"classif.randomForest",FALSE,0.985242414995238,0.977272727272727,2,"haberman-survival",NA
"classif.randomForest",FALSE,0.98503861003861,0.977272727272727,3,"haberman-survival",NA
"classif.randomForest",TRUE,0.98497773485702,0.977272727272727,1,"haberman-survival",NA
"classif.randomForest",TRUE,0.985242414995238,0.977272727272727,2,"haberman-survival",NA
"classif.randomForest",TRUE,0.98503861003861,0.977272727272727,3,"haberman-survival",NA
"classif.ksvm",FALSE,0.951966873706004,0.942307692307692,1,"heart-cleveland",NA
"classif.ksvm",FALSE,0.947135955831608,0.961538461538462,2,"heart-cleveland",NA
"classif.ksvm",FALSE,0.947204968944099,0.961538461538462,3,"heart-cleveland",NA
"classif.ksvm",TRUE,0.951966873706004,0.942307692307692,1,"heart-cleveland",NA
"classif.ksvm",TRUE,0.947135955831608,0.961538461538462,2,"heart-cleveland",NA
"classif.ksvm",TRUE,0.947204968944099,0.961538461538462,3,"heart-cleveland",NA
"classif.ksvm",FALSE,0.97523166008624,0.942307692307692,1,"heart-cleveland",NA
"classif.ksvm",FALSE,0.972838422267746,0.961538461538462,2,"heart-cleveland",NA
"classif.ksvm",FALSE,0.972839506172839,0.961538461538462,3,"heart-cleveland",NA
"classif.ksvm",TRUE,0.97523166008624,0.942307692307692,1,"heart-cleveland",NA
"classif.ksvm",TRUE,0.972838422267746,0.961538461538462,2,"heart-cleveland",NA
"classif.ksvm",TRUE,0.972839506172839,0.961538461538462,3,"heart-cleveland",NA
"classif.randomForest",FALSE,0.951966873706004,0.942307692307692,1,"heart-cleveland",NA
"classif.randomForest",FALSE,0.951897860593513,0.923076923076923,2,"heart-cleveland",NA
"classif.randomForest",FALSE,0.956590752242926,0.923076923076923,3,"heart-cleveland",NA
"classif.randomForest",TRUE,0.951966873706004,0.942307692307692,1,"heart-cleveland",NA
"classif.randomForest",TRUE,0.951897860593513,0.923076923076923,2,"heart-cleveland",NA
"classif.randomForest",TRUE,0.956590752242926,0.923076923076923,3,"heart-cleveland",NA
"classif.randomForest",FALSE,0.97523166008624,0.942307692307692,1,"heart-cleveland",NA
"classif.randomForest",FALSE,0.975343073763381,0.923076923076923,2,"heart-cleveland",NA
"classif.randomForest",FALSE,0.977663182737018,0.923076923076923,3,"heart-cleveland",NA
"classif.randomForest",TRUE,0.97523166008624,0.942307692307692,1,"heart-cleveland",NA
"classif.randomForest",TRUE,0.975343073763381,0.923076923076923,2,"heart-cleveland",NA
"classif.randomForest",TRUE,0.977663182737018,0.923076923076923,3,"heart-cleveland",NA
"classif.ksvm",FALSE,0.949918471931051,0.95,1,"heart-va",NA
"classif.ksvm",FALSE,0.949918471931051,0.95,2,"heart-va",NA
"classif.ksvm",FALSE,0.950151409270906,0.95,3,"heart-va",NA
"classif.ksvm",TRUE,0.949918471931051,0.95,1,"heart-va",NA
"classif.ksvm",TRUE,0.949918471931051,0.95,2,"heart-va",NA
"classif.ksvm",TRUE,0.950151409270906,0.95,3,"heart-va",NA
"classif.ksvm",FALSE,0.97403443848428,0.95,1,"heart-va",NA
"classif.ksvm",FALSE,0.974293216095744,0.95,2,"heart-va",NA
"classif.ksvm",FALSE,0.974358974358974,0.95,3,"heart-va",NA
"classif.ksvm",TRUE,0.97403443848428,0.95,1,"heart-va",NA
"classif.ksvm",TRUE,0.974293216095744,0.95,2,"heart-va",NA
"classif.ksvm",TRUE,0.974358974358974,0.95,3,"heart-va",NA
"classif.randomForest",FALSE,0.94362916375495,0.95,1,"heart-va",NA
"classif.randomForest",FALSE,0.956324248777079,0.925,2,"heart-va",NA
"classif.randomForest",FALSE,0.974842767295597,0.85,3,"heart-va",NA
"classif.randomForest",TRUE,0.94362916375495,0.95,1,"heart-va",NA
"classif.randomForest",TRUE,0.956324248777079,0.925,2,"heart-va",NA
"classif.randomForest",TRUE,0.974842767295597,0.85,3,"heart-va",NA
"classif.randomForest",FALSE,0.970677837014471,0.95,1,"heart-va",NA
"classif.randomForest",FALSE,0.977404295051354,0.925,2,"heart-va",NA
"classif.randomForest",FALSE,0.987116658961319,0.85,3,"heart-va",NA
"classif.randomForest",TRUE,0.970677837014471,0.95,1,"heart-va",NA
"classif.randomForest",TRUE,0.977404295051354,0.925,2,"heart-va",NA
"classif.randomForest",TRUE,0.987116658961319,0.85,3,"heart-va",NA
"classif.ksvm",FALSE,0.95,0.95,1,"hill-valley",NA
"classif.ksvm",FALSE,0.941666666666667,0.983333333333333,2,"hill-valley",NA
"classif.ksvm",FALSE,0.945833333333333,0.966666666666667,3,"hill-valley",NA
"classif.ksvm",TRUE,0.95,0.95,1,"hill-valley",NA
"classif.ksvm",TRUE,0.941666666666667,0.983333333333333,2,"hill-valley",NA
"classif.ksvm",TRUE,0.945833333333333,0.966666666666667,3,"hill-valley",NA
"classif.ksvm",FALSE,0.974163862782244,0.95,1,"hill-valley",NA
"classif.ksvm",FALSE,0.969777357882947,0.983333333333333,2,"hill-valley",NA
"classif.ksvm",FALSE,0.972125196904322,0.966666666666667,3,"hill-valley",NA
"classif.ksvm",TRUE,0.974163862782244,0.95,1,"hill-valley",NA
"classif.ksvm",TRUE,0.969777357882947,0.983333333333333,2,"hill-valley",NA
"classif.ksvm",TRUE,0.972125196904322,0.966666666666667,3,"hill-valley",NA
"classif.randomForest",FALSE,0.9375,0.95,1,"hill-valley",NA
"classif.randomForest",FALSE,0.9375,0.966666666666667,2,"hill-valley",NA
"classif.randomForest",FALSE,0.954166666666667,0.933333333333333,3,"hill-valley",NA
"classif.randomForest",TRUE,0.9375,0.95,1,"hill-valley",NA
"classif.randomForest",TRUE,0.9375,0.966666666666667,2,"hill-valley",NA
"classif.randomForest",TRUE,0.954166666666667,0.933333333333333,3,"hill-valley",NA
"classif.randomForest",FALSE,0.967713290293935,0.95,1,"hill-valley",NA
"classif.randomForest",FALSE,0.967627340414055,0.966666666666667,2,"hill-valley",NA
"classif.randomForest",FALSE,0.976508458324772,0.933333333333333,3,"hill-valley",NA
"classif.randomForest",TRUE,0.967713290293935,0.95,1,"hill-valley",NA
"classif.randomForest",TRUE,0.967627340414055,0.966666666666667,2,"hill-valley",NA
"classif.randomForest",TRUE,0.976508458324772,0.933333333333333,3,"hill-valley",NA
"classif.ksvm",FALSE,0.949918471931051,0.95,1,"horse-colic",NA
"classif.ksvm",FALSE,0.949918471931051,0.95,2,"horse-colic",NA
"classif.ksvm",FALSE,0.950151409270906,0.95,3,"horse-colic",NA
"classif.ksvm",TRUE,0.949918471931051,0.95,1,"horse-colic",NA
"classif.ksvm",TRUE,0.949918471931051,0.95,2,"horse-colic",NA
"classif.ksvm",TRUE,0.950151409270906,0.95,3,"horse-colic",NA
"classif.ksvm",FALSE,0.97403443848428,0.95,1,"horse-colic",NA
"classif.ksvm",FALSE,0.974293216095744,0.95,2,"horse-colic",NA
"classif.ksvm",FALSE,0.974358974358974,0.95,3,"horse-colic",NA
"classif.ksvm",TRUE,0.97403443848428,0.95,1,"horse-colic",NA
"classif.ksvm",TRUE,0.974293216095744,0.95,2,"horse-colic",NA
"classif.ksvm",TRUE,0.974358974358974,0.95,3,"horse-colic",NA
"classif.randomForest",FALSE,0.956091311437223,0.95,1,"horse-colic",NA
"classif.randomForest",FALSE,0.974842767295597,0.95,2,"horse-colic",NA
